Site ID,Governing LHN,Geographical LHN,Site Name,Address,Suburb,Notes,Search Address,Latitude,Longitude
222,FUNLHN,FUNLHN,Country Health Connect Building,Flinders Terrace,PORT AUGUSTA,,"Country Health Connect Building, Flinders Terrace, PORT AUGUSTA",-32.4921481,137.7677966
223,FUNLHN,FUNLHN,Hawker Memorial Hospital,9 Druid Range Drive,HAWKER,,"Hawker Memorial Hospital, 9 Druid Range Drive, HAWKER",-31.89345755,138.4280136
224,FUNLHN,FUNLHN,Leigh Creek Health Service,Black Oak Drive,LEIGH CREEK,,"Leigh Creek Health Service, Black Oak Drive, LEIGH CREEK",-30.59087106,138.3986864
225,FUNLHN,FUNLHN,Port Augusta Flinders Terrace,Flinders Terrace,PORT AUGUSTA,,"Port Augusta Flinders Terrace, Flinders Terrace, PORT AUGUSTA",-32.48949635,137.7711591
226,FUNLHN,FUNLHN,Port Augusta Hospital and Regional Health Service,71 Hospital Road ,PORT AUGUSTA,,"Port Augusta Hospital and Regional Health Service, 71 Hospital Road , PORT AUGUSTA",-32.51009916,137.7758395
227,FUNLHN,FUNLHN,Quorn and District Memorial Hospital,Hospital Road,QUORN,,"Quorn and District Memorial Hospital, Hospital Road, QUORN",-32.35071099,138.0385165
228,FUNLHN,FUNLHN,Roxby Downs Health Service,16-28 Burgoyne Street,ROXBY DOWNS,,"Roxby Downs Health Service, 16-28 Burgoyne Street, ROXBY DOWNS",-30.56259063,136.8945952
229,FUNLHN,FUNLHN,Whyalla Hospital and Health Service,20 Wood Terrace,WHYALLA,,"Whyalla Hospital and Health Service, 20 Wood Terrace, WHYALLA",-33.0341899,137.5773133
230,LCLHN,LCLHN,Bordertown Memorial Hospital,24 South Terrace,BORDERTOWN,,"Bordertown Memorial Hospital, 24 South Terrace, BORDERTOWN",-36.31194013,140.7669746
231,LCLHN,LCLHN,Country Health Connect (CHC) - Mount Gambier and Districts Health Service,276/300 Wehl Street,MOUNT GAMBIER,,"Country Health Connect (CHC) - Mount Gambier and Districts Health Service, 276/300 Wehl Street, MOUNT GAMBIER",-37.80618567,140.786759
232,LCLHN,LCLHN,Keith and District Medical Centre,35 Hill Avenue,KEITH,,"Keith and District Medical Centre, 35 Hill Avenue, KEITH",-36.09747933,140.3460335
233,LCLHN,LCLHN,Kingston Soldiers' Memorial Hospital,Cook Street and Young Street,KINGSTON,,"Kingston Soldiers' Memorial Hospital, Cook Street and Young Street, KINGSTON",-36.83538957,139.848573
234,LCLHN,LCLHN,Millicent and District Hospital and Health Service,51 Mount Gambier Road,MILLICENT,,"Millicent and District Hospital and Health Service, 51 Mount Gambier Road, MILLICENT",-37.59803442,140.3580756
235,LCLHN,LCLHN,Mount Gambier and Districts Health Service,276/300 Wehl Street,MOUNT GAMBIER,,"Mount Gambier and Districts Health Service, 276/300 Wehl Street, MOUNT GAMBIER",-37.80537422,140.7862329
236,LCLHN,LCLHN,Naracoorte Hospital and Community Health Service,101 Jenkins Terrace,NARACOORTE,,"Naracoorte Hospital and Community Health Service, 101 Jenkins Terrace, NARACOORTE",-36.96659133,140.7442666
237,LCLHN,LCLHN,Penola War Memorial Hospital Inc.,18 Church Street,PENOLA,,"Penola War Memorial Hospital Inc., 18 Church Street, PENOLA",-37.38300387,140.8365989
238,NALHN,NALHN,Child Protection Service,30 Gawler Street,SALISBURY,,"Child Protection Service, 30 Gawler Street, SALISBURY",-34.76051922,138.6427938
239,NALHN,NALHN,Community Recovery Centre - Wondakka,10 Saratoga Road,ELIZABETH EAST,,"Community Recovery Centre - Wondakka, 10 Saratoga Road, ELIZABETH EAST",-34.72070165,138.6776178
240,NALHN,NALHN,Child Development Unit,32 Oldham Road ,ELIZABETH VALE,,"Child Development Unit, 32 Oldham Road , ELIZABETH VALE",-34.74625374,138.6658398
241,NALHN,NALHN,Crisis Stabilisation Centre,7 Oldham Road,ELIZABETH SOUTH,,"Crisis Stabilisation Centre, 7 Oldham Road, ELIZABETH SOUTH",-34.74593487,138.661128
242,NALHN,NALHN,Forensic Mental Health - James Nash House - Ashton House,290 Fosters Road,OAKDEN,,"Forensic Mental Health - James Nash House - Ashton House, 290 Fosters Road, OAKDEN",-34.8501534,138.6370968
243,NALHN,NALHN,GP Plus - Elizabeth,16 Playford Boulevard,ELIZABETH,,"GP Plus - Elizabeth, 16 Playford Boulevard, ELIZABETH",-34.71695692,138.6711991
244,NALHN,NALHN,GP Plus Super Clinic - Gillies Plains,1 Gilles Crescent,HILLCREST,,"GP Plus Super Clinic - Gillies Plains, 1 Gilles Crescent, HILLCREST",-34.85862694,138.6527866
245,NALHN,NALHN,GP Plus Super Clinic - Maringga Turtpandi - Gillies Plains,1 Gilles Crescent,HILLCREST,,"GP Plus Super Clinic - Maringga Turtpandi - Gillies Plains, 1 Gilles Crescent, HILLCREST",-34.85862694,138.6527866
246,NALHN,NALHN,GP Plus Super Clinic - Modbury,77 Smart Road,MODBURY,,"GP Plus Super Clinic - Modbury, 77 Smart Road, MODBURY",-34.83384032,138.6923541
247,NALHN,NALHN,Ingle Farm Healthcare Complex (Primary Health Care Centre),"Ingle Farm Shopping Centre, Shop 2058, 1 Montague Road",INGLE FARM,,"Ingle Farm Healthcare Complex (Primary Health Care Centre), Ingle Farm Shopping Centre, Shop 2058, 1 Montague Road, INGLE FARM",-34.83009217,138.6471525
248,NALHN,NALHN,James Nash House,140 Hilltop Drive,OAKDEN,,"James Nash House, 140 Hilltop Drive, OAKDEN",-34.85013722,138.637293
249,NALHN,NALHN,Kanggawodli,16-22 Clements Street,DUDLEY PARK,,"Kanggawodli, 16-22 Clements Street, DUDLEY PARK",-34.87560251,138.5801216
250,NALHN,NALHN,Lionsgate Business Park (NALHN Administration),"NALHN Tenancy, 180 Phillip Highway",ELIZABETH SOUTH,,"Lionsgate Business Park (NALHN Administration), NALHN Tenancy, 180 Phillip Highway, ELIZABETH SOUTH",-34.74599262,138.6567142
251,NALHN,NALHN,Lyell McEwin Hospital,Trembath Road,ELIZABETH VALE,,"Lyell McEwin Hospital, Trembath Road, ELIZABETH VALE",-34.74760619,138.6645589
252,NALHN,NALHN,Lyell McEwin Hospital,44 John Rice Avenue ,ELIZABETH VALE,,"Lyell McEwin Hospital, 44 John Rice Avenue , ELIZABETH VALE",-34.74768253,138.6647544
253,NALHN,NALHN,Modbury Hospital,Smart Road,MODBURY,,"Modbury Hospital, Smart Road, MODBURY",-34.83395529,138.6901046
254,NALHN,NALHN,Modbury Hospital - Inter Residence,Education Centre Smart Road,MODBURY,,"Modbury Hospital - Inter Residence, Education Centre Smart Road, MODBURY",-34.83446709,138.6898034
255,NALHN,NALHN,North East Community Mental Health,116 Reservoir Road,MODBURY,,"North East Community Mental Health, 116 Reservoir Road, MODBURY",-34.83216896,138.6875503
256,NALHN,NALHN,Northern Community Mental Health Service,7-9 Park Terrace,SALISBURY,,"Northern Community Mental Health Service, 7-9 Park Terrace, SALISBURY",-34.76394743,138.6412482
257,NALHN,NALHN,Older Person’s Emergency Review and Assessment (OPERA),44 John Rice Avenue,ELIZABETH VALE,,"Older Person’s Emergency Review and Assessment (OPERA), 44 John Rice Avenue, ELIZABETH VALE",-34.74819214,138.667533
258,NALHN,NALHN,Rapid Access Lung Lesion Clinic - NALHN,10 Oldham Road,ELIZABETH VALE,,"Rapid Access Lung Lesion Clinic - NALHN, 10 Oldham Road, ELIZABETH VALE",-34.74574164,138.662972
259,NALHN,NALHN,SA Intellectual Disability Health Service (SAIDHS),1/58 Beovich Road,INGLE FARM,,"SA Intellectual Disability Health Service (SAIDHS), 1/58 Beovich Road, INGLE FARM",-34.85865793,138.6527638
260,NALHN,NALHN,Salisbury Primary Health Care Services,17-19 Hollywood Boulevard,SALISBURY DOWNS,,"Salisbury Primary Health Care Services, 17-19 Hollywood Boulevard, SALISBURY DOWNS",-34.76931501,138.6233694
261,NALHN,NALHN,Salisbury Primary Health - Hospital in the Home,17-19 Hollywood Boulevard ,SALISBURY DOWNS,,"Salisbury Primary Health - Hospital in the Home, 17-19 Hollywood Boulevard , SALISBURY DOWNS",-34.76939262,138.6231876
262,NALHN,CALHN,Wonggangga Turtpandi Aboriginal Primary Health Care Services,Dale Street,PORT ADELAIDE,,"Wonggangga Turtpandi Aboriginal Primary Health Care Services, Dale Street, PORT ADELAIDE",-34.84674273,138.5027542
263,RMCLHN,RMCLHN,Barmera Health Service, 24 Hawdon Street,BARMERA,,"Barmera Health Service,  24 Hawdon Street, BARMERA",-34.24868603,140.4708465
264,RMCLHN,RMCLHN,Bonney Lodge Nursing Home - Barmera Health Service, 24 Hawdon Street,BARMERA,,"Bonney Lodge Nursing Home - Barmera Health Service,  24 Hawdon Street, BARMERA",-34.24872375,140.4708914
265,RMCLHN,RMCLHN,Hawdon House,24 Hawdon Street,BARMERA,,"Hawdon House, 24 Hawdon Street, BARMERA",-34.24877125,140.4729085
266,RMCLHN,RMCLHN,Karoonda and District Soldiers' Memorial Hospital,Karoonda Hospital,KAROONDA,,"Karoonda and District Soldiers' Memorial Hospital, Karoonda Hospital, KAROONDA",-35.0943898,139.8893948
267,RMCLHN,RMCLHN,Lameroo District Hospital,1A Vardon Terrace,LAMEROO,,"Lameroo District Hospital, 1A Vardon Terrace, LAMEROO",-35.32818492,140.5143554
268,RMCLHN,RMCLHN,Loxton Hospital Complex,Drabsch Street and McIntosh Street,LOXTON,,"Loxton Hospital Complex, Drabsch Street and McIntosh Street, LOXTON",-34.45447577,140.5645242
269,RMCLHN,RMCLHN,Mannum District Hospital,Parker Street,MANNUM,,"Mannum District Hospital, Parker Street, MANNUM",-34.9165567,139.3083688
270,RMCLHN,RMCLHN,Meningie and Districts Memorial Hospital & Health Services,2 South Terrace,MENINGIE,,"Meningie and Districts Memorial Hospital & Health Services, 2 South Terrace, MENINGIE",-35.69310287,139.3350983
271,RMCLHN,RMCLHN,Murray Bridge Community Centre,45 Beatty Terrace,MURRAY BRIDGE,,"Murray Bridge Community Centre, 45 Beatty Terrace, MURRAY BRIDGE",-35.12431027,139.2784919
272,RMCLHN,RMCLHN,Murray Bridge Community Centre,3-5 Chris Collins Court,MURRAY BRIDGE,,"Murray Bridge Community Centre, 3-5 Chris Collins Court, MURRAY BRIDGE",-35.12773689,139.2594185
273,RMCLHN,RMCLHN,Murray Bridge Soldiers' Memorial Hospital,96 Swanport Road,MURRAY BRIDGE,,"Murray Bridge Soldiers' Memorial Hospital, 96 Swanport Road, MURRAY BRIDGE",-35.128935,139.2806799
274,RMCLHN,RMCLHN,Pinnaroo Soldiers' Memorial Hospital,Bundey Terrace,PINNAROO,,"Pinnaroo Soldiers' Memorial Hospital, Bundey Terrace, PINNAROO",-35.2576874,140.9019606
275,RMCLHN,RMCLHN,Renmark Paringa District Hospital,185 Ral Ral Avenue,RENMARK,,"Renmark Paringa District Hospital, 185 Ral Ral Avenue, RENMARK",-34.16472006,140.7449739
276,RMCLHN,RMCLHN,Riverland General Hospital,10 Maddern Street,BERRI,,"Riverland General Hospital, 10 Maddern Street, BERRI",-34.27560918,140.6015176
277,RMCLHN,RMCLHN,Riverton District Soldiers’ Memorial Hospital,23 Moorhouse Terrace,RIVERTON,,"Riverton District Soldiers’ Memorial Hospital, 23 Moorhouse Terrace, RIVERTON",-34.16034981,138.7426103
278,RMCLHN,RMCLHN,Tailem Bend District Hospital,74 Princes Highway,TAILEM BEND,,"Tailem Bend District Hospital, 74 Princes Highway, TAILEM BEND",-35.25475681,139.4525922
279,RMCLHN,RMCLHN,Waikerie Health Service,1 Lawrie Terrace,WAIKERIE,,"Waikerie Health Service, 1 Lawrie Terrace, WAIKERIE",-34.18234031,139.9850882
280,SALHN,CALHN,Aboriginal Community Connect - Adelaide,196 Prospect Road,PROSPECT,,"Aboriginal Community Connect - Adelaide, 196 Prospect Road, PROSPECT",-34.88008151,138.5932931
281,SALHN,CALHN,Aboriginal Drug and Alcohol Council,155 Holdbrooks Road,UNDERDALE,,"Aboriginal Drug and Alcohol Council, 155 Holdbrooks Road, UNDERDALE",-34.91834054,138.5489024
282,SALHN,CALHN,Community Access and Services SA - DASSA,62 Athol Street,ATHOL PARK,,"Community Access and Services SA - DASSA, 62 Athol Street, ATHOL PARK",-34.85265633,138.5451366
283,SALHN,CALHN,Hepatitis SA,3 Hackney Road,HACKNEY,,"Hepatitis SA, 3 Hackney Road, HACKNEY",-34.91869469,138.6153095
284,SALHN,CALHN,Jamie Larcombe Centre - Veterans Mental Health Precinct,Eucalyptus Lane,GLENSIDE,,"Jamie Larcombe Centre - Veterans Mental Health Precinct, Eucalyptus Lane, GLENSIDE",-34.94328096,138.6298646
285,SALHN,CALHN,Kurlana Tampawardli,45-47 Tapleys Hill Road,HENDON,,"Kurlana Tampawardli, 45-47 Tapleys Hill Road, HENDON",-34.86920983,138.5122875
286,SALHN,CALHN,Nunkuwarrin Yunti - Adelaide,182 Wakefield Street,ADELAIDE,,"Nunkuwarrin Yunti - Adelaide, 182 Wakefield Street, ADELAIDE",-34.92781705,138.6077429
287,SALHN,CALHN,Sex Industry Network (SIN),220 South Road,MILE END,,"Sex Industry Network (SIN), 220 South Road, MILE END",-34.92792058,138.5697744
288,SALHN,CALHN,Shine - Woodville,64C Woodville Road,WOODVILLE,,"Shine - Woodville, 64C Woodville Road, WOODVILLE",-34.87935889,138.5367158
289,SALHN,CALHN,Towards Independence Sobering Up Unit,62 Whitmore Square,ADELAIDE,,"Towards Independence Sobering Up Unit, 62 Whitmore Square, ADELAIDE",-34.93395719,138.5950546
290,SALHN,CALHN,Uniting Communities - Adelaide,43 Franklin Street,ADELAIDE,,"Uniting Communities - Adelaide, 43 Franklin Street, ADELAIDE",-34.92744832,138.5974231
291,SALHN,NALHN,Uniting Communities - Smithfield,26 Anderson Walk,SMITHFIELD,,"Uniting Communities - Smithfield, 26 Anderson Walk, SMITHFIELD",-34.68138049,138.688172
292,SALHN,SALHN,Aboriginal Health - Minunthi Tapa Inparrititya,13 Wingfield Street,CLOVELLY PARK,,"Aboriginal Health - Minunthi Tapa Inparrititya, 13 Wingfield Street, CLOVELLY PARK",-34.99460994,138.5741699
293,SALHN,SALHN,DASSA - Southern Services,1/209 Main South Road,MORPHETT VALE,,"DASSA - Southern Services, 1/209 Main South Road, MORPHETT VALE",-35.11845089,138.5221198
294,SALHN,SALHN,Flinders Eye Clinic,5 Laffer Drive,BEDFORD PARK,,"Flinders Eye Clinic, 5 Laffer Drive, BEDFORD PARK",-35.01934854,138.5658163
295,SALHN,SALHN,Flinders Medical Centre,Flinders Drive,BEDFORD PARK,,"Flinders Medical Centre, Flinders Drive, BEDFORD PARK",-35.02267742,138.5690788
296,SALHN,SALHN,GP Plus - Aldinga,1 Pridham Boulevard,ALDINGA,,"GP Plus - Aldinga, 1 Pridham Boulevard, ALDINGA",-35.27589363,138.4607493
297,SALHN,SALHN,GP Plus - Marion,10 Milham Street,OAKLANDS PARK,,"GP Plus - Marion, 10 Milham Street, OAKLANDS PARK",-35.01347932,138.5423298
298,SALHN,SALHN,GP Plus Super Clinic - Noarlunga,Alexander Kelly Drive,NOARLUNGA,,"GP Plus Super Clinic - Noarlunga, Alexander Kelly Drive, NOARLUNGA",-35.13938272,138.4989438
299,SALHN,SALHN,Keyboard Services - Repat,216 Daws Road ,DAW PARK,,"Keyboard Services - Repat, 216 Daws Road , DAW PARK",-34.99147489,138.5896714
300,SALHN,SALHN,Noarlunga Hospital,Alexander Kelly Drive,NOARLUNGA,,"Noarlunga Hospital, Alexander Kelly Drive, NOARLUNGA",-35.13915063,138.5002115
301,SALHN,SALHN,Older Persons Mental Health Service (OPMHS) Southern Team,216 Daws Road ,DAW PARK,,"Older Persons Mental Health Service (OPMHS) Southern Team, 216 Daws Road , DAW PARK",-34.99186812,138.5885827
302,SALHN,SALHN,Repatriation Health Precinct,"Gate 8, 800 Goodwood Road",DAW PARK,,"Repatriation Health Precinct, Gate 8, 800 Goodwood Road, DAW PARK",-34.99171833,138.5900832
303,SALHN,SALHN,RepatriationHealth Precinct,216 Daws Road,DAW PARK,,"RepatriationHealth Precinct, 216 Daws Road, DAW PARK",-34.99171833,138.5900832
304,SALHN,SALHN,Rehab V Rehabilitation Ward - Repat,216 Daws Road ,DAW PARK,,"Rehab V Rehabilitation Ward - Repat, 216 Daws Road , DAW PARK",-34.99171833,138.5900832
305,SALHN,SALHN,SALHN Administration,"Mark Oliphant Building, 5 Laffer Drive ",BEDFORD PARK,,"SALHN Administration, Mark Oliphant Building, 5 Laffer Drive , BEDFORD PARK",-35.01934711,138.5657872
306,SALHN,SALHN,SALHN Admin Offices - Clovelly Park,Level 1 1284 South Road,CLOVELLY PARK,,"SALHN Admin Offices - Clovelly Park, Level 1 1284 South Road, CLOVELLY PARK",-35.00883417,138.5750373
307,SALHN,SALHN,SALHN Corporate Services Offices - Repat,"Gate 3,216 Daws Road",DAW PARK,,"SALHN Corporate Services Offices - Repat, Gate 3,216 Daws Road, DAW PARK",-34.99159678,138.5899138
308,SALHN,SALHN,SALHN Medical Records,"Level 2, 6 MAB Circuit ",TONSLEY,,"SALHN Medical Records, Level 2, 6 MAB Circuit , TONSLEY",-35.00745994,138.5735597
309,SALHN,SALHN,SA Pharmacy - Flinders Medical Centre (FMC),Flinders Drive,BEDFORD PARK,,"SA Pharmacy - Flinders Medical Centre (FMC), Flinders Drive, BEDFORD PARK",-35.02266813,138.5690823
310,SALHN,SALHN,SA Pharmacy - Noarlunga Hospital,Alexander Kelly Drive,NOARLUNGA,,"SA Pharmacy - Noarlunga Hospital, Alexander Kelly Drive, NOARLUNGA",-35.13943343,138.5001289
311,SALHN,SALHN,SA Pharmacy - Repatriation Health Precinct,222 Daws Road,DAW PARK,,"SA Pharmacy - Repatriation Health Precinct, 222 Daws Road, DAW PARK",-34.99155276,138.5899783
312,SALHN,SALHN,Southern Intermediate Care,Lot 97 Jackson Place,NOARLUNGA,closed,"Southern Intermediate Care, Lot 97 Jackson Place, NOARLUNGA",-35.14140201,138.5019231
313,SALHN,SALHN,Statewide Eating Disorder Service,2A Jetty Road,BRIGHTON,,"Statewide Eating Disorder Service, 2A Jetty Road, BRIGHTON",-35.01667094,138.5224649
314,SALHN,SALHN,The Trevor Parry Community Rehabilitation Centre,9 Grey Box Avenue ,NOARLUNGA,,"The Trevor Parry Community Rehabilitation Centre, 9 Grey Box Avenue , NOARLUNGA",-35.13990424,138.5037545
315,SALHN,SALHN,Transition to Home - SALHN,Lot 97 Jackson Place,NOARLUNGA,,"Transition to Home - SALHN, Lot 97 Jackson Place, NOARLUNGA",-35.14141554,138.5019639
316,SALHN,SALHN,Uniting Communities - Christies Beach,3/107 Dyson Road,CHRISTIES BEACH,,"Uniting Communities - Christies Beach, 3/107 Dyson Road, CHRISTIES BEACH",-35.13666439,138.4858543
317,SALHN,BHFLHN,DASSA - NSP - Gawler Health Service ,21 Hutchinson Road,GAWLER EAST,,"DASSA - NSP - Gawler Health Service , 21 Hutchinson Road, GAWLER EAST",-34.59328512,138.7552384
318,SALHN,BHFLHN,DASSA - NSP - Mount Barker District Soldiers' Memorial Hospital,87 Wellington Road,MOUNT BARKER,,"DASSA - NSP - Mount Barker District Soldiers' Memorial Hospital, 87 Wellington Road, MOUNT BARKER",-35.08228873,138.86997
319,SALHN,BHFLHN,DASSA - NSP - Southern Fleurieu Health Service,Harbor View Terrace,VICTOR HARBOR,,"DASSA - NSP - Southern Fleurieu Health Service, Harbor View Terrace, VICTOR HARBOR",-35.56128922,138.6072983
320,SALHN,BHFLHN,DASSA - NSP - Strathalbyn and District Health Service,14 Alfred Place,STRATHALBYN,,"DASSA - NSP - Strathalbyn and District Health Service, 14 Alfred Place, STRATHALBYN",-35.25767442,138.8933885
321,SALHN,BHFLHN,DASSA - NSP - Tanunda War Memorial Hospital,15 Mill Street,TANUNDA,,"DASSA - NSP - Tanunda War Memorial Hospital, 15 Mill Street, TANUNDA",-34.52793663,138.9610203
322,SALHN,BHFLHN,DASSA - Woolshed Therapeutic Community,37 Henry Martin Road,ASHBOURNE,,"DASSA - Woolshed Therapeutic Community, 37 Henry Martin Road, ASHBOURNE",-35.27946656,138.7737372
323,SALHN,CALHN,DASSA - Central Services,75-91 Magill Road,STEPNEY,,"DASSA - Central Services, 75-91 Magill Road, STEPNEY",-34.91508684,138.629551
324,SALHN,CALHN,DASSA - Clinic H Adelaide,82 King William Street,ADELAIDE,,"DASSA - Clinic H Adelaide, 82 King William Street, ADELAIDE",-34.92454381,138.6000376
325,SALHN,CALHN,DASSA - Glenside Health,226 Fullarton Road,GLENSIDE,,"DASSA - Glenside Health, 226 Fullarton Road, GLENSIDE",-34.94552884,138.6281931
326,SALHN,CALHN,DASSA - NSP - Hutt Street Centre,258 Hutt Street,ADELAIDE,,"DASSA - NSP - Hutt Street Centre, 258 Hutt Street, ADELAIDE",-34.93424351,138.6128928
327,SALHN,EFNLHN,DASSA - Ceduna,3 Eyre Highway,CEDUNA,,"DASSA - Ceduna, 3 Eyre Highway, CEDUNA",-32.11930114,133.672484
328,SALHN,EFNLHN,DASSA - NSP - Coober Pedy Hospital,Lot 89 Hospital Road,COOBER PEDY,,"DASSA - NSP - Coober Pedy Hospital, Lot 89 Hospital Road, COOBER PEDY",-29.00487772,134.7622393
329,SALHN,EFNLHN,DASSA - NSP - Tumby Bay Hospital & Health Service,8 Esplanade,TUMBY BAY,,"DASSA - NSP - Tumby Bay Hospital & Health Service, 8 Esplanade, TUMBY BAY",-34.37235287,136.1040421
330,SALHN,EFNLHN,DASSA - NSP - West Coast Youth & Community Support,7 Mortlock Terrace,PORT LINCOLN,,"DASSA - NSP - West Coast Youth & Community Support, 7 Mortlock Terrace, PORT LINCOLN",-34.72390105,135.8598425
331,SALHN,FUNLHN,DASSA - NSP - Nunyara Aboriginal Health Service,17/23 Tully Street,WHYALLA,,"DASSA - NSP - Nunyara Aboriginal Health Service, 17/23 Tully Street, WHYALLA",-33.01605408,137.517692
332,SALHN,FUNLHN,DASSA - NSP - Port Augusta Hospital and Regional Health Service,71 Hospital Road,PORT AUGUSTA,,"DASSA - NSP - Port Augusta Hospital and Regional Health Service, 71 Hospital Road, PORT AUGUSTA",-32.51005929,137.7758761
333,SALHN,FUNLHN,DASSA - NSP - Port Augusta Substance Misuse Service,Elizabeth Terrace,PORT AUGUSTA,,"DASSA - NSP - Port Augusta Substance Misuse Service, Elizabeth Terrace, PORT AUGUSTA",-32.51100444,137.7763852
334,SALHN,FUNLHN,DASSA - NSP - Whyalla Hospital and Health Service,20 Wood Terrace,WHYALLA,,"DASSA - NSP - Whyalla Hospital and Health Service, 20 Wood Terrace, WHYALLA",-33.03398092,137.5772982
335,SALHN,LCLHN,DASSA - Mount Gambier,Whel Street,MOUNT GAMBIER,,"DASSA - Mount Gambier, Whel Street, MOUNT GAMBIER",-37.8054638,140.787207
336,SALHN,LCLHN,DASSA - Uniting Communities Mt Gambier,2B Helen Street,MOUNT GAMBIER,,"DASSA - Uniting Communities Mt Gambier, 2B Helen Street, MOUNT GAMBIER",-37.83023352,140.7792054
337,SALHN,NALHN,DASSA - GP Plus - Elizabeth,16 Playford Avenue,ELIZABETH,,"DASSA - GP Plus - Elizabeth, 16 Playford Avenue, ELIZABETH",-34.71695603,138.6712216
338,SALHN,NALHN,DASSA - Northern Services,22 Langford Drive,ELIZABETH,,"DASSA - Northern Services, 22 Langford Drive, ELIZABETH",-34.71962173,138.6642436
339,SALHN,RMCLHN,DASSA - Berri,23 Cornwall Street ,BERRI,,"DASSA - Berri, 23 Cornwall Street , BERRI",-34.27695393,140.6015626
340,SALHN,RMCLHN,DASSA - NSP - Country Health Connect,96 Swanport Road,MURRAY BRIDGE,,"DASSA - NSP - Country Health Connect, 96 Swanport Road, MURRAY BRIDGE",-35.13011266,139.2801674
341,SALHN,RMCLHN,DASSA - NSP - iREACH Rural Health Incorporated,L1/55 Adelaide Road,MURRAY BRIDGE,,"DASSA - NSP - iREACH Rural Health Incorporated, L1/55 Adelaide Road, MURRAY BRIDGE",-35.1217889,139.269189
342,SALHN,RMCLHN,DASSA - NSP - Mannum District Hospital,Parker Street,MANNUM,,"DASSA - NSP - Mannum District Hospital, Parker Street, MANNUM",-34.91654333,139.3083622
343,SALHN,RMCLHN,DASSA - NSP - Murray Bridge Soldiers' Memorial Hospital,96 Swanport Road,MURRAY BRIDGE,,"DASSA - NSP - Murray Bridge Soldiers' Memorial Hospital, 96 Swanport Road, MURRAY BRIDGE",-35.1288935,139.2806153
344,SALHN,RMCLHN,DASSA - NSP - Tailem Bend District Hospital,74 Princes Highway,TAILEM BEND,,"DASSA - NSP - Tailem Bend District Hospital, 74 Princes Highway, TAILEM BEND",-35.25477663,139.4526827
345,SALHN,YNLHN,DASSA - Balaklava,War Memorial Drive,BALAKLAVA,,"DASSA - Balaklava, War Memorial Drive, BALAKLAVA",-34.13960866,138.4198964
346,SALHN,YNLHN,DASSA - Crystal Brook,Edmund Terrace ,CRYSTAL BROOK,,"DASSA - Crystal Brook, Edmund Terrace , CRYSTAL BROOK",-34.13960613,138.4195801
347,SALHN,YNLHN,DASSA - NSP - Burra Hospital,46 Commercial Street,BURRA,,"DASSA - NSP - Burra Hospital, 46 Commercial Street, BURRA",-33.68543259,138.9343526
348,SALHN,YNLHN,DASSA - NSP - Clare Hospital,47 Farrell Flat Road,CLARE,,"DASSA - NSP - Clare Hospital, 47 Farrell Flat Road, CLARE",-33.82946652,138.6143958
349,SALHN,YNLHN,DASSA - NSP - Peterborough Soldiers' Memorial Hospital and Health Service,23 Hurlstone Street,PETERBOROUGH,,"DASSA - NSP - Peterborough Soldiers' Memorial Hospital and Health Service, 23 Hurlstone Street, PETERBOROUGH",-32.98065574,138.8306305
350,SALHN,YNLHN,DASSA - NSP - Port Broughton District Hospital and Health Service,Bay Street,PORT BROUGHTON,,"DASSA - NSP - Port Broughton District Hospital and Health Service, Bay Street, PORT BROUGHTON",-33.60098222,137.9339408
351,SALHN,YNLHN,DASSA - NSP - Port Pirie Regional Health Service,The Terrace and Alexander Street,PORT PIRIE,,"DASSA - NSP - Port Pirie Regional Health Service, The Terrace and Alexander Street, PORT PIRIE",-33.17732909,138.0044254
352,SALHN,YNLHN,DASSA - NSP - Snowtown Hospital,South Terrace,SNOWTOWN,,"DASSA - NSP - Snowtown Hospital, South Terrace, SNOWTOWN",-33.78702512,138.2125482
353,SALHN,YNLHN,DASSA - NSP - Wallaroo Hospital and Health Service,Ernest Terrace,WALLAROO,,"DASSA - NSP - Wallaroo Hospital and Health Service, Ernest Terrace, WALLAROO",-33.92782886,137.6366534
354,YNLHN,YNLHN,Balaklava Hospital and Health Service,War Memorial Drive,BALAKLAVA,,"Balaklava Hospital and Health Service, War Memorial Drive, BALAKLAVA",-34.13955137,138.4199316
355,YNLHN,YNLHN,Booleroo Centre District Hospital,Stephens Street,BOOLEROO CENTRE,,"Booleroo Centre District Hospital, Stephens Street, BOOLEROO CENTRE",-32.87810598,138.3506636
356,YNLHN,YNLHN,Burra Hospital,46 Commercial Street,BURRA,,"Burra Hospital, 46 Commercial Street, BURRA",-33.68540833,138.9343181
357,YNLHN,YNLHN,Clare Hospital,47 Farrell Flat Road,CLARE,,"Clare Hospital, 47 Farrell Flat Road, CLARE",-33.82946778,138.6144014
358,YNLHN,YNLHN,Clare RSL Building,Lot 94 Burton Street,CLARE,closed,"Clare RSL Building, Lot 94 Burton Street, CLARE",-33.83344718,138.6109679
359,YNLHN,YNLHN,Crystal Brook and District Hospital,Edmund Terrace,CRYSTAL BROOK,,"Crystal Brook and District Hospital, Edmund Terrace, CRYSTAL BROOK",-33.35442204,138.2131646
360,YNLHN,YNLHN,Jamestown Hospital and Health Service,South Terrace,JAMESTOWN,,"Jamestown Hospital and Health Service, South Terrace, JAMESTOWN",-33.21261385,138.616708
