Site ID,Governing LHN,Geographical LHN,Site Name,Address,Suburb,Notes,Search Address,Latitude,Longitude
361,YNLHN,YNLHN,Laura and Districts Hospital,Mill Street,LAURA,,"Laura and Districts Hospital, Mill Street, LAURA",-33.17504621,138.2986533
362,YNLHN,YNLHN,Maitland Hospital and Health Services,65 Robert Street,MAITLAND,,"Maitland Hospital and Health Services, 65 Robert Street, MAITLAND",-34.37045636,137.6742515
363,YNLHN,YNLHN,Melaleuca Court Nursing Home,44 First Street ,MINLATON,,"Melaleuca Court Nursing Home, 44 First Street , MINLATON",-34.77411913,137.593849
364,YNLHN,YNLHN,Northern York Peninsula Regional Health,Ernest Terrace,WALLAROO,,"Northern York Peninsula Regional Health, Ernest Terrace, WALLAROO",-33.9286049,137.6365791
365,YNLHN,YNLHN,Orroroo Community Home - Orroroo and District Health Service,32 Fifth Street,ORROROO,,"Orroroo Community Home - Orroroo and District Health Service, 32 Fifth Street, ORROROO",-32.73672975,138.6116876
366,YNLHN,YNLHN,Orroroo District Hospital, 68 Price Maurice Road,ORROROO,,"Orroroo District Hospital,  68 Price Maurice Road, ORROROO",-32.73859245,138.6080949
367,YNLHN,YNLHN,Peterborough Soldier's Memorial Hospital,23 Hurlstone Street ,PETERBOROUGH,,"Peterborough Soldier's Memorial Hospital, 23 Hurlstone Street , PETERBOROUGH",-32.98065855,138.8306346
368,YNLHN,YNLHN,Port Broughton District Hospital and Health Service,Bay Street,PORT BROUGHTON,,"Port Broughton District Hospital and Health Service, Bay Street, PORT BROUGHTON",-33.60098855,137.9339117
369,YNLHN,YNLHN,Port Pirie Regional Health Service,The Terrace and Alexander Street,PORT PIRIE,,"Port Pirie Regional Health Service, The Terrace and Alexander Street, PORT PIRIE",-33.17734145,138.0044485
370,YNLHN,YNLHN,Riverton District Soldiers’ Memorial Hospital,Moorhouse Terrace,RIVERTON,,"Riverton District Soldiers’ Memorial Hospital, Moorhouse Terrace, RIVERTON",-34.16035036,138.742641
371,YNLHN,YNLHN,Snowtown Hospital,70 Railway Terrace,SNOWTOWN,,"Snowtown Hospital, 70 Railway Terrace, SNOWTOWN",-33.78703423,138.2125405
372,YNLHN,YNLHN,Southern Yorke Peninsula Health Service (Yorketown),19 Waterloo Bay Road,YORKETOWN,,"Southern Yorke Peninsula Health Service (Yorketown), 19 Waterloo Bay Road, YORKETOWN",-35.02119533,137.6049741
373,YNLHN,YNLHN,Yorke Peninsula Community Mental Health Services,10 Warooka Road,YORKETOWN,,"Yorke Peninsula Community Mental Health Services, 10 Warooka Road, YORKETOWN",-35.02120578,137.6049365
374,WCHN,BHFLHN,CAMHS - Mount Barker,23 Victoria Crescent ,MOUNT BARKER,,"CAMHS - Mount Barker, 23 Victoria Crescent , MOUNT BARKER",-35.06951325,138.8651341
375,WCHN,BHFLHN,CAFHS - Nuriootpa,Corner First and Second Streets,NURIOOTPA,,"CAFHS - Nuriootpa, Corner First and Second Streets, NURIOOTPA",-34.47029833,138.9961513
376,WCHN,CALHN,3D Health,107 Sir Donald Bradman Drive,HILTON,,"3D Health, 107 Sir Donald Bradman Drive, HILTON",-34.93217753,138.567143
377,WCHN,CALHN,CAFHS - Adelaide,295 South Terrace,ADELAIDE,,"CAFHS - Adelaide, 295 South Terrace, ADELAIDE",-34.93498952,138.6103087
378,WCHN,CALHN,CAFHS - Cowandilla,34 Wilson Street,COWANDILLA,,"CAFHS - Cowandilla, 34 Wilson Street, COWANDILLA",-34.93412391,138.5574347
379,WCHN,CALHN,CAFHS - Port Adelaide,253 Commercial Road,PORT ADELAIDE,,"CAFHS - Port Adelaide, 253 Commercial Road, PORT ADELAIDE",-34.8492266,138.5090118
380,WCHN,CALHN,CAFHS - Woodville,795 Port Road,WOODVILLE,,"CAFHS - Woodville, 795 Port Road, WOODVILLE",-34.87985559,138.5348274
381,WCHN,CALHN,CAMHS - Central Metropolitan - Western Team,78-80 Dale Street,PORT ADELAIDE,,"CAMHS - Central Metropolitan - Western Team, 78-80 Dale Street, PORT ADELAIDE",-34.84681914,138.5051193
382,WCHN,CALHN,CAMHS Connect - WCHN,55 King William Road ,NORTH ADELAIDE ,,"CAMHS Connect - WCHN, 55 King William Road , NORTH ADELAIDE ",-34.91091919,138.5986992
383,WCHN,CALHN,SA Pharmacy - Women's and Children's Hospital (WCH),78 King William Road,NORTH ADELAIDE,,"SA Pharmacy - Women's and Children's Hospital (WCH), 78 King William Road, NORTH ADELAIDE",-34.91202261,138.6002428
386,WCHN,CALHN,WCHN Genetics Department,"Level 2, 55 King William Road",NORTH ADELAIDE ,,"WCHN Genetics Department, Level 2, 55 King William Road, NORTH ADELAIDE ",-34.91088438,138.5994862
384,WCHN,CALHN,WCHN Media and Comms Department,"Level 2, 55 King William Road",NORTH ADELAIDE ,,"WCHN Media and Comms Department, Level 2, 55 King William Road, NORTH ADELAIDE ",-34.91088438,138.5994862
385,WCHN,CALHN,WCHN Research Ethics and Governance,"Level 2, 55 King William Road",NORTH ADELAIDE ,,"WCHN Research Ethics and Governance, Level 2, 55 King William Road, NORTH ADELAIDE ",-34.91088438,138.5994862
387,WCHN,CALHN,WCHN Safety and Quality Unit,"Level 2, 77 King William Road",NORTH ADELAIDE ,,"WCHN Safety and Quality Unit, Level 2, 77 King William Road, NORTH ADELAIDE ",-34.9109073,138.5987053
389,WCHN,CALHN,WCHN Child Protection Services,"Level 3, 77 King William Road",NORTH ADELAIDE ,,"WCHN Child Protection Services, Level 3, 77 King William Road, NORTH ADELAIDE ",-34.9109073,138.5987053
390,WCHN,CALHN,Women’s and Children’s Hospital,72 King William Road,NORTH ADELAIDE,,"Women’s and Children’s Hospital, 72 King William Road, NORTH ADELAIDE",-34.91190775,138.5998867
391,WCHN,CALHN,Yarrow Place and Womer’s Safety,64 Pennington Terrace ,NORTH ADELAIDE,,"Yarrow Place and Women’s Safety, 64 Pennington Terrace , NORTH ADELAIDE",-34.91262139,138.5959659
392,WCHN,FUNLHN,CAFHS - Port Augusta,5 Young Street ,PORT AUGUSTA,,"CAFHS - Port Augusta, 5 Young Street , PORT AUGUSTA",-32.49041494,137.7658823
393,WCHN,FUNLHN,CAFHS - Whyalla,51 Playford Avenue ,WHYALLA PLAYFORD,,"CAFHS - Whyalla, 51 Playford Avenue , WHYALLA PLAYFORD",-33.0303147,137.5671239
394,WCHN,NALHN,CAFHS - Angle Park Children’s Centre,50 Trafford Street,ANGLE PARK,,"CAFHS - Angle Park Children’s Centre, 50 Trafford Street, ANGLE PARK",-34.85821003,138.5570646
395,WCHN,NALHN,CAFHS - Elizabeth,1 Frobisher Road,ELIZABETH,,"CAFHS - Elizabeth, 1 Frobisher Road, ELIZABETH",-34.71859259,138.6702064
396,WCHN,NALHN,CAFHS - Elizabeth Grove,Gunther Street,ELIZABETH GROVE,,"CAFHS - Elizabeth Grove, Gunther Street, ELIZABETH GROVE",-34.73272336,138.670372
397,WCHN,NALHN,CAFHS - Ingle Farm,2 Belalie Road,INGLE FARM,,"CAFHS - Ingle Farm, 2 Belalie Road, INGLE FARM",-34.82721208,138.6428391
398,WCHN,NALHN,CAFHS - Munno Para,Anderson Walk/Morialta Drive,SMITHFIELD,,"CAFHS - Munno Para, Anderson Walk/Morialta Drive, SMITHFIELD",-34.68304408,138.6888184
399,WCHN,NALHN,CAFHS - Salisbury,23 Wiltshire Street,SALISBURY,,"CAFHS - Salisbury, 23 Wiltshire Street, SALISBURY",-34.76207894,138.6485286
400,WCHN,NALHN,CAFHS - Salisbury,59-61 Commercial Road ,SALISBURY,,"CAFHS - Salisbury, 59-61 Commercial Road , SALISBURY",-34.76077969,138.6494517
401,WCHN,NALHN,Metropolitan Youth Heath - Angle Park,Unit 1 40-44 Trafford Street,ANGLE PARK,,"Metropolitan Youth Heath - Angle Park, Unit 1 40-44 Trafford Street, ANGLE PARK",-34.8590171,138.5571592
402,WCHN,NALHN,CAMHS - Central Metropolitan - Eastern Team,55 Watson Avenue ,ENFIELD,,"CAMHS - Central Metropolitan - Eastern Team, 55 Watson Avenue , ENFIELD",-34.86992555,138.609692
403,WCHN,NALHN,CAMHS - Northern Metropolitan,50 Elizabeth Way,ELIZABETH,,"CAMHS - Northern Metropolitan, 50 Elizabeth Way, ELIZABETH",-34.71816503,138.6683417
404,WCHN,RMCLHN,CAFHS - Murray Bridge,11A West Terrace ,MURRAY BRIDGE,,"CAFHS - Murray Bridge, 11A West Terrace , MURRAY BRIDGE",-35.11739897,139.2715855
405,WCHN,RMCLHN,CAMHS - Murray Bridge,U4/2 Sturt Reserve Road,MURRAY BRIDGE,,"CAMHS - Murray Bridge, U4/2 Sturt Reserve Road, MURRAY BRIDGE",-35.12144743,139.2781764
406,WCHN,RMCLHN,CAMHS - Riverland,"Centre Point Mall, Shop 4/12 Denny Street ",BERRI,,"CAMHS - Riverland, Centre Point Mall, Shop 4/12 Denny Street , BERRI",-34.2870973,140.6012203
407,WCHN,SALHN,CAFHS - Edwardstown,2 Furness Avenue,EDWARDSTOWN,,"CAFHS - Edwardstown, 2 Furness Avenue, EDWARDSTOWN",-34.98330173,138.5733156
408,WCHN,SALHN,CAFHS - Marion,"Marion Westfield, Sc/297 Diagonal Road",OAKLANDS PARK,,"CAFHS - Marion, Marion Westfield, Sc/297 Diagonal Road, OAKLANDS PARK",-35.01569219,138.5464097
409,WCHN,SALHN,CAFHS - Morphett Vale,211 Main South Road,MORPHETT VALE,,"CAFHS - Morphett Vale, 211 Main South Road, MORPHETT VALE",-35.11810614,138.5224531
410,WCHN,SALHN,CAFHS - Seaford,Main Street / Grand Boulevard,SEAFORD,,"CAFHS - Seaford, Main Street / Grand Boulevard, SEAFORD",-35.18687529,138.479993
411,WCHN,SALHN,CAMHS - Southern Metropolitan,Unit 3/209 Main South Road,MORPHETT VALE,,"CAMHS - Southern Metropolitan, Unit 3/209 Main South Road, MORPHETT VALE",-35.11848148,138.5219511
412,WCHN,SALHN,3D Health & Metropolitan Youth Health (MYH),50a Beach Road,CHRISTIES BEACH,,"3D Health & Metropolitan Youth Health (MYH), 50a Beach Road, CHRISTIES BEACH",-35.13932981,138.475859
413,WCHN,CALHN,CAMHS Connect - WCHN,55 King William Road ,NORTH ADELAIDE ,,"CAMHS Connect - WCHN, 55 King William Road , NORTH ADELAIDE ",-34.91091136,138.5986838
414,WCHN,CALHN,WCHN Media and Comms Department,"Level 2, 55 King William Road",NORTH ADELAIDE ,,"WCHN Media and Comms Department, Level 2, 55 King William Road, NORTH ADELAIDE ",-34.91088438,138.5994862
415,WCHN,CALHN,WCHN Research Ethics & Governance,"Level 2, 55 King William Road",NORTH ADELAIDE ,,"WCHN Research Ethics and Governance, Level 2, 55 King William Road, NORTH ADELAIDE ",-34.91088438,138.5994862
416,WCHN,CALHN,WCHN Genetics Department,"Level 2, 55 King William Road",NORTH ADELAIDE ,,"WCHN Genetics Department, Level 2, 55 King William Road, NORTH ADELAIDE ",-34.91088438,138.5994862
417,WCHN,CALHN,WCH Safety and Quality Unit,"Level 2, 77 King William Road",NORTH ADELAIDE ,,"WCHN Safety and Quality Unit, Level 2, 77 King William Road, NORTH ADELAIDE ",-34.9109073,138.5987053
418,WCHN,CALHN,WCHN Child Protection Services,"Level 3, 77 King William Road",NORTH ADELAIDE ,,"WCHN Child Protection Services, Level 3, 77 King William Road, NORTH ADELAIDE ",-34.9109073,138.5987053
419,WCHN,CALHN,Women’s and Children’s Hospital,72 King William Road,NORTH ADELAIDE,,"Women’s and Children’s Hospital, 72 King William Road, NORTH ADELAIDE",-34.9119005,138.5998919
420,WCHN,CALHN,Yarrow Place and Womer’s Safety,64 Pennington Terrace ,NORTH ADELAIDE,,"Yarrow Place and Womer’s Safety, 64 Pennington Terrace , NORTH ADELAIDE",-34.91262139,138.5959659
421,WCHN,YNLHN,CAFHS - Port Pirie,14 Fourth Street ,PORT PIRIE WEST,,"CAFHS - Port Pirie, 14 Fourth Street , PORT PIRIE WEST",-33.18228974,138.0024245
422,WCHN,YNLHN,CAMHS - Country Northern,59 Mary Elie Street ,PORT PIRIE,,"CAMHS - Country Northern, 59 Mary Elie Street , PORT PIRIE",-33.18290567,138.0061023
423,DHW,CALHN,DHW - Australian Bragg Centre,854 North Terrace,ADELAIDE,,"DHW - Australian Bragg Centre, 854 North Terrace, ADELAIDE",-34.92160606,138.5903732
424,DHW,CALHN,DHW - Citi Centre Building,11 Hindmarsh Square,ADELAIDE,,"DHW - Citi Centre Building, 11 Hindmarsh Square, ADELAIDE",-34.92307518,138.605101
425,DHW,CALHN,DHW - Naylor House,191 Pulteney Street,ADELAIDE,,"DHW - Naylor House, 191 Pulteney Street, ADELAIDE",-34.92644813,138.6055079
426,DHW,NALHN,DHW - SA Health Distribution Centre,27 Matthews Road ,GEPPS CROSS,,"DHW - SA Health Distribution Centre, 27 Matthews Road , GEPPS CROSS",-34.83657231,138.603564
